Serial 	FileName 	SBD 	MaDe 	BaiLam
716	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-071.jpg	00012042	0008	DCBABCADBCAASSĐĐĐSSSSSĐSSĐĐĐ____9____0,507750,67  
717	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-072.jpg	00012058	0006	_BDDAB_DDCA_ĐSĐSSSĐSSĐĐSSĐSĐ9____________________ 
718	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-073.jpg	00012012	0005	CBDBCCBDAAABĐSĐĐSSĐSĐSĐSĐĐSS5,2518217604,93322    
719	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-074.jpg	00012077	0003	CAADBDCCACADĐSSĐĐSĐĐĐSSĐĐSSS1,0932116252,719      
720	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-075.jpg	00012078	0002	DBCDABADCCBDSSĐĐSSĐĐĐSĐSSĐSS________________________
721	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-076.jpg	00012086	0001	ADBBBAABDCBASSSSĐĐSSSĐSSĐSĐS6,25____3,6________0,63
722	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-077.jpg	00012089	0007	AACADBCDAACAĐĐSSĐĐĐSSSSĐĐSSĐ________________________
723	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-078.jpg	00012095	0006	BBCB_ADDDCBAĐSĐSĐSĐSĐĐSSSSĐĐ92003360,360,67       
724	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-079.jpg	00012097	0004	BDDCCDCBACACSSĐĐĐĐSSĐĐSSSSSĐ36936363636           
725	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-080.jpg	00012098	0003	CBADBDCCACDASSĐĐĐĐSĐSSSĐĐSSS____781____1250,339   
726	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-081.jpg	00012112	0001	AD_BBAADADDAĐĐĐĐĐĐĐĐĐĐĐĐĐĐĐĐ________________________
727	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-082.jpg	00012116	0008	CCBACCADBCAASSĐĐĐSĐSSSĐSĐSSĐ_36161252,14240,78    
728	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-083.jpg	00012108	0006	CBCCBACBDCBAĐSSSĐSĐSĐĐSSSĐĐS9612234,325           
729	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-084.jpg	00012109	0007	AACCDACDBABASĐĐSĐSĐSSĐSĐĐSSS3611890,6723,6        
730	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-085.jpg	00012110	0008	CCDACCADBCAASSĐĐĐSSSSSĐSĐĐĐĐ0,449360,4030,38      
731	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-086.jpg	00012146	0006	BBCDBADDDCBAĐSĐSSSĐSĐĐSSĐĐĐS________3____________ 
732	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-087.jpg	00012125	0005	CBABBDBCAAABĐĐSSSSSĐĐĐSĐSSĐS0,13________0,839____ 
733	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-088.jpg	00012147	0001	ADBBBAABACBBSSSĐĐĐSSĐĐSSĐSSĐ0,13____________90,83 
734	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-089.jpg	00012153	0002	DACDABCDDCDDSSSĐSSSĐSĐĐĐSĐĐS9784670,361000,67     
735	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-090.jpg	00012169	0003	BCDDBDDCDCAASSĐĐĐSSĐSSSĐĐSSĐ________________________
736	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-091.jpg	00012163	0004	BDACADCBADBASSĐSĐĐSSSĐĐSSSĐĐ____9____1,31327____  
737	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-092.jpg	00012204	0006	ABCDCADDDCBAĐSĐSSSĐSĐSĐSĐSĐS93636363636           
738	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-093.jpg	00012210	0008	DCBADCADBCAASSĐĐĐSĐSSSĐSĐĐSĐ239________________   
739	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-094.jpg	00012659	0007	AACACBCDBACASĐSSĐSĐĐSSSĐĐSSĐ52728___90,0236       
740	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-095.jpg	00012206	0005	ABBCBDBCAAABĐĐĐĐSSĐĐSĐSĐĐSĐS____163____94         
741	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-096.jpg	00012218	0007	AABAACADBABASĐSĐSĐĐSSSSĐĐSSĐ53360090,460,99       
742	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-097.jpg	00012253	0006	BBCBCCDDDCBAĐSĐSSSĐSĐSSSSSĐĐ59916230,98           
743	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-098.jpg	00012226	0002	DBCCABAADCDDSSSĐSSSĐSĐĐĐSĐĐS9____________________ 
744	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-099.jpg	00012252	0001	ADBBCAAAACBASSSĐĐĐSĐĐĐSSĐSSĐ____30856141090,47    
745	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-100.jpg	00012222	0008	DCBDCCBDBCAASSĐĐĐSĐSSSĐSĐSSĐ1229737____8560,85    
746	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-101.jpg	00012227	0007	AACADACDBACASĐĐSSĐĐSSĐSĐĐSSS3610,93691,940,44     
747	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-102.jpg	00012232	0001	CDBBCAABADBASĐĐĐĐSĐSĐSĐĐĐSSS0,99410140890,98      
748	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-103.jpg	00012248	0008	D*BACCBDBCBASS*ĐĐSSĐSSĐĐĐSĐS189360,991069         
749	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-104.jpg	00012247	0004	BDBCCDCCBDBBSSĐĐĐSĐSĐĐSSSĐSĐ7920,71190,85         
750	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-105.jpg	00012249	0003	CBDDBBCCBCDASSSĐĐ_SĐSSSĐĐĐĐS0,6777536________9    
751	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-106.jpg	00012242	0002	DBCDABACDCDDSSSĐSSSĐSĐĐĐSĐĐS9367240,3754,_*       
752	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-107.jpg	00012197	0005	CB_BBDBAAABBĐĐSSSSĐSĐSĐĐĐSĐS0,361026750,859____   
753	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-108.jpg	00012181	0003	CBADBDCCACDASSĐĐĐĐSSSSSĐĐSĐS0,851526____________9 
754	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-109.jpg	00012254	0004	BDACCDCDADACSSĐSĐSSSĐĐĐSĐSSĐ152696750,361020,85   
755	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-110.jpg	00012260	0004	BDCCBDCCACACSĐĐSĐĐSSĐĐSSSĐSĐ5975_00,83180,85      
756	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-111.jpg	00012269	0001	ADBBBAAAACBBSSSĐĐĐSĐĐĐSSĐSSĐ0,385278110090,85     
757	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-112.jpg	00012272	0002	DB*DABADDCDDSSSĐĐSĐĐĐSĐĐSĐĐS9125200,851000,38     
758	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-113.jpg	00012279	0006	BBCDBADDDCBAĐĐĐSĐSĐSĐĐSSSĐĐS910611012361015____   
759	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-114.jpg	00012306	0008	AABBCCCDBABAĐSĐĐĐSĐSSSĐSSSĐĐ113161000,53________  
760	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-115.jpg	00012313	0002	DBCDABACACDASSSSĐSĐĐĐĐĐĐSĐĐS137250,67628          
761	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-116.jpg	00012320	0001	DDBBBAAAADBCSĐSĐSSĐĐĐĐSSSSSĐ1,3436,7436090,69     
762	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-117.jpg	00012365	0005	CBBDBDBCAAABĐĐSSSSĐĐĐSSĐSSĐS0,5650________________
763	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-118.jpg	00012349	0003	CBADBDCCCCDASSĐĐĐĐSĐSSSSĐSĐS0,362426670,389       
764	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-119.jpg	00012361	0006	BBCDCADDDCBCĐSĐĐSSĐSĐĐSSSĐĐS9300781440,360,85     
765	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-120.jpg	00012370	0008	DCBABCADBCAASSĐĐĐSĐSSSĐSĐĐĐĐ59250,45,50,85        
766	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-121.jpg	00012340	0003	ADDDBBCCDBDAĐSSĐĐSSSSĐĐSSSĐĐ0,47232192____9       
767	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-122.jpg	00012325	0005	CBABBDBCABBBĐSĐSSSĐSĐSĐĐĐSĐS1,2240,50,592         
768	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-123.jpg	00012358	0007	AACADCCDBACASĐĐSĐĐĐĐSSSĐĐSSĐ306782001_80,730,58   
769	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-124.jpg	00012369	0005	CBCBBCBCAAABĐĐSSSĐĐSĐĐSĐĐSĐS2,37____1,40,9898     
770	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-125.jpg	00012327	0002	DBCDABADDCDDSSĐĐSSSĐĐĐĐĐSĐSS17781910,63362,15     
771	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-126.jpg	00012339	0008	CCBCACADBCAASSĐĐĐSSSSSSSĐSSĐ____9360,387810,67    
772	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-127.jpg	00012344	0001	ADBBBAAAACBBSSSSĐĐSSSĐSSĐSSS0,4036,61,836180,36   
773	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-128.jpg	00012352	0006	CBCDAADDDCBCĐSĐSĐSĐSĐSSSSĐĐS160,385,827,719,7     
774	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-129.jpg	00012359	0004	BDBCCDCCADACSSĐSĐĐSSĐĐSĐĐSSĐ778960,72250,57       
775	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-130.jpg	00012372	0007	AACADDCDBACASĐĐSĐSĐSSSSĐĐSSĐ1875130090,480,46     
776	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-131.jpg	00012376	0004	ADCCCDCCABABSSĐĐĐĐSSĐĐĐSĐSSĐ9990,39____5,35       
777	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-132.jpg	00012385	0007	AACADCCDBABASĐĐSĐSĐSSĐSĐĐĐSĐ____________9____1,13 
778	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-133.jpg	00012381	0001	CDBBBAAAACBBSĐSĐĐĐSĐSĐSSĐSSĐ____86,519____        
779	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-134.jpg	00012386	0002	DBCACBCADCDDSSSĐSSĐĐSĐĐSSĐĐS76,5____________7,11  
780	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-135.jpg	00012383	0003	CBADBDCCACDASSSĐĐĐSĐSSSĐĐSSS____________________11
781	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-136.jpg	00012389	0004	BDCCCDCCADACSSĐSĐĐSSSĐSĐĐSSĐ7819________________  
782	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-137.jpg	00012412	0008	DCBADCADBCAASSĐĐĐSĐSĐSĐSĐSĐĐ________1425____78110 
783	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-138.jpg	00012427	0007	AABADCCDBACASĐĐSĐĐĐSSSSĐĐSSĐ____6,5____70,677,11  
784	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-139.jpg	00012397	0005	CDBBBDCDAAABĐSSSSSĐĐĐSSĐSSĐS2,03____________98,5  
785	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-140.jpg	00012418	0001	ADBBBACAACBDSSSĐĐĐSSSĐSSĐSSĐ____993781____9____   
786	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-141.jpg	00012428	0002	DDCDABABDCDDSSĐĐSSĐĐSĐĐĐSĐSS9________________0,64 
787	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-142.jpg	00012425	0003	CBADBCCCCCDASSSĐĐSĐĐĐSSĐĐSSS27,4____15,8120,49    
788	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-143.jpg	00012433	0004	BDACCDCCDBADSSĐSĐĐSSĐSĐĐSSĐĐ6,59________________  
789	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-144.jpg	00012432	0008	DCBDDCADBCAASĐĐĐĐĐSSĐSĐSĐĐSĐ____13________________
790	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-145.jpg	00012435	0006	BBCDAADDDABBĐSĐĐĐSĐSĐSĐSSĐĐS9____________________ 
791	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-146.jpg	00012446	0005	CBBBBDBCAAABĐĐSSĐSĐSĐSSĐSSSS________125____43____ 
792	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-147.jpg	00012448	0003	CCADBDCCACBASSSĐĐSĐĐĐSSĐĐSĐS____339451,959        
793	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-148.jpg	00012449	0005	CBBBADBCAAABĐĐSSSSĐĐĐSSĐSSĐS0,61____1250,849781   
794	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-149.jpg	00012451	0007	AACADACDBACASĐĐSĐSĐĐSSSĐĐSSĐ____73290,861,27      
795	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-150.jpg	00012452	0008	ACBDCDABBCADSSĐĐSĐSĐĐSĐSSĐSĐ318131207,531465      
796	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-151.jpg	00012454	0002	DBCCABADDDDDSSĐĐSSĐĐSĐĐSSĐĐS9____________________ 
797	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-152.jpg	00012457	0006	BBCDCADDDCBAĐSĐSSSĐSSĐSSSĐĐS9125781____0,610,86   
798	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-153.jpg	00012459	0001	ADBBBAACABBCSĐSĐĐĐSĐĐĐSSĐSSS0,433____1009____     
799	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-154.jpg	00012472	0007	AACAABCDBAAAĐĐSSĐSĐĐĐSSSSĐĐĐ____________9________ 
800	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-155.jpg	00012468	0004	AD_CCDCCADACĐSSĐĐSSĐĐĐSSĐSSĐ________125____________
801	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-156.jpg	00012458	0008	DDBACCADBCAASSĐĐĐSĐSSSĐSĐSSĐ3690,43____________   
802	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-157.jpg	00012462	0001	ADBBBAAAACBBSSSĐĐĐĐĐĐĐSSĐSSS________25,7____________
803	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-158.jpg	00012463	0004	BDBCCDCCADAASSĐSĐSSSĐĐSSĐSSĐ775________0,85________
804	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-159.jpg	00012476	0001	ADBBBAACACBCSĐĐSSĐSSSĐSSĐSSĐ1218362712950         
805	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-160.jpg	00012491	0007	AACCDBBDBACASĐĐĐĐĐĐĐSSSĐSSSS________1009________  
806	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-161.jpg	00012487	0005	CBABBDBCACCBĐĐĐĐĐĐĐĐĐĐĐĐĐĐĐĐ1,1236,56733199       
807	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-162.jpg	00012489	0007	AACBDBCDBA_AĐĐSSSĐĐSSĐSĐĐSSS____________9____0,4  
808	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-163.jpg	00012504	0004	BDDCCBCDBCADĐSĐSĐSĐSĐSSĐSSĐĐ____9________________ 
809	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-164.jpg	00012513	0006	CBCACACDDBAAĐSĐSSĐĐSĐSĐSSĐĐĐ10500________________ 
810	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-165.jpg	00012511	0006	ACCBCACCDBADĐSSSĐSĐSĐĐSSSĐĐĐ11____________________
811	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-166.jpg	00012521	0008	ADBCDCADBCDASSĐĐĐĐĐSĐSĐSSĐSĐ2517260,25120,03      
812	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-167.jpg	00012533	0001	ADBBBAAAACBBSSSĐĐĐSĐĐĐSSĐSSĐ________2,55009____   
813	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-168.jpg	00012534	0003	CBADBBCCBCBASS_ĐĐSSĐĐSSĐĐĐSS0*66339               
814	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-169.jpg	00012538	0003	CCAABBCCDCCAĐSĐĐĐĐSSĐSSĐĐSĐS____________________9 
815	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-170.jpg	00012566	0002	DBCDABABDCDDSSSĐSSĐĐĐSĐĐSĐĐS9____53____________   
816	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-171.jpg	00012578	0004	ADACCDCCADACSSĐĐĐĐSSĐĐĐSSSSĐ____93,70,65________  
817	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-172.jpg	00012575	0005	CBBCBBBAAACBĐĐSSSSĐSSĐSĐĐSĐĐ________29____________
818	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-173.jpg	00012580	0007	AACCDBCDBACAĐĐSĐĐSĐSSĐSĐĐSSS____________9________ 
819	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-174.jpg	00012583	0008	DCBACCBDBCAASSĐĐĐSSSSSĐSĐSSS____9________________ 
820	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-175.jpg	00012585	0003	BBADBDCCACDASSĐĐĐSSĐĐSSĐĐSĐS____775________________
821	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-176.jpg	00012590	0002	DCCDABACBADDSSSĐSSĐĐĐSĐSSĐĐS9____________5_00____ 
822	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-177.jpg	00012602	0006	CBCDCADBBCBAĐSĐSSSĐSĐĐSSĐSĐS9____781____0,870,15  
823	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-178.jpg	00012084	0006	DBCDCADDDCBAĐSĐĐSSĐSĐĐSSSĐĐS9____781____0,33____  
824	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-179.jpg	00012113	0007	AACADACDBABASĐĐSĐĐĐSSSSĐĐSĐĐ____781____9____0,33  
825	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-180.jpg	00012081	0008	DCBAACADBCAASĐĐĐĐSĐSSSĐSĐSĐĐ5491000,337810,76     
826	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-181.jpg	00012091	0001	ACBBBAAAAABASSSĐĐĐSĐĐĐSSĐSSĐ0,05____781____________
827	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-182.jpg	00012104	0002	DBCDABACBCDDSSĐĐSSĐĐSĐĐĐSĐĐS978136________0,63    
828	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-183.jpg	00012088	0003	CCADBDCCCADASSĐĐĐĐSĐSSSĐĐSSS0,67________125________
829	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-184.jpg	00012134	0005	CBABBDBBAAABĐSSSSSĐSSSSĐSSĐS____2915000,5894500   
830	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-185.jpg	00012076	0006	BBCDCADDDCBAĐSĐSSSĐSĐĐSSĐĐĐĐ964_07756,5________   
831	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-186.jpg	00012658	0007	AACADCCDBACASĐĐSĐĐĐSSSSĐĐĐSĐ361556319________     
832	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-187.jpg	00012136	0008	DCBACCADBCAASSĐĐĐSĐSSSĐSĐSĐĐ549____0,337810,76    
833	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-188.jpg	00012010	0001	ADBBBAAAACBASSSĐĐĐSĐĐĐSSĐSSĐ0,33134781____90,37   
834	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-189.jpg	00012639	0004	BDDCCDCCADACSSĐSĐSSSSĐĐĐĐSSĐ77891212              
835	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-190.jpg	00012644	0002	DACAABAADCDDSSSĐSSĐĐSĐĐĐSĐĐS9781____________0,22  
836	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-191.jpg	00012173	0003	CBADBDCCBCBASSĐĐĐĐĐĐSSSĐĐSĐS________________________
837	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-192.jpg	00012656	0005	CBDBBCBCAACBĐSSSĐĐ_SSĐSĐSSĐS0,325322000,769____   
838	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-193.jpg	00012143	0006	CBABBADDDCBAĐSĐSSSĐSĐĐSSĐSĐĐ92200781530,320,76    
839	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-194.jpg	00012647	0007	AACAD*CDBACASĐĐSSĐĐĐSĐĐSĐĐĐS53____220090,760,32   
840	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-195.jpg	00012627	0001	ADBBBAAAACBBSĐSĐĐĐĐSĐĐSSĐSSĐ0,335378110090,76     
841	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-196.jpg	00012626	0008	ACBAACADBCAASSĐSĐSĐSĐSĐSĐSĐĐ5391000,8780,76       
842	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-197.jpg	00012619	0003	CBADACCCDCDAĐSSĐĐSSĐSSĐĐĐS_S0,98781____360,229    
843	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-198.jpg	00012618	0002	DBCDABAADCDDĐSĐĐĐSĐĐSĐĐSSĐSĐ10*8140,9248000,22    
844	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-199.jpg	00012593	0005	CBABBBBBABCBĐSSSSSĐSĐSSĐSSĐS0,43361000,779781     
845	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-200.jpg	00012615	0004	BDDCCDCCADACSSĐĐĐSSĐĐĐSSSSSĐ777____________________
846	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-201.jpg	00012183	0006	ABCDCADDDCBAĐSĐSĐSĐSĐSSSSSĐĐ964068360,67____      
847	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-202.jpg	00012184	0007	AACADCCDBACASĐSSĐSĐSSSSĐĐSSĐ________2429________  
848	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-203.jpg	00012223	0008	DCBAACADBCAASSĐĐĐSĐSSSĐSĐSĐĐ27396400,387810,73    
849	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-204.jpg	00012224	0001	ADBDBAAAACBBSĐSĐĐĐSĐĐĐSSĐSSĐ________22____90,23   
850	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-205.jpg	00012251	0008	DCBAACADBCAASSĐĐĐSĐSSSĐSĐĐĐĐ78991000,588460,85    
851	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-206.jpg	00012282	0002	DBCDABACDADDSSĐSSĐSĐSĐĐSĐĐSĐ___93011720,97____3,12
852	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-207.jpg	00012290	0005	CBDBBDBCAAABĐĐSSSSĐĐĐĐSĐĐSĐS0,711820000,969781    
853	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-208.jpg	00012357	0005	CBABBDBCAAABĐĐSSSSĐĐĐSSĐSSĐS0,2841200,859781      
854	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-209.jpg	00012293	0003	CBADBDCCCCDASSĐĐĐĐSĐSSSĐĐĐĐS2781____125____9      
855	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-210.jpg	00012332	0003	CBADBDCCBCDASSĐĐĐĐSĐSSSĐĐSĐS0,3620123550509       
